,course_name,course_rating,earn_skills,course_link,institution,metadata
312,Algorithms for Battery Management Systems,4.7,"Skills you'll gain: Estimation, Mathematics, Algorithms, Probability & Statistics, Mathematical Theory & Analysis, Systems Design, Research and Design, General Statistics, Critical Thinking, Computer Programming, Algebra, Product Design, Correlation And Dependence, Design and Product, Linear Algebra, Process Analysis, Computer Programming Tools, Data Model, Material Handling, Leadership and Management, Probability Distribution, Product Lifecycle, Regression",Algorithms for Battery Management Systems,University of Colorado Boulder,Intermediate Specialization 3 - 6 Months
313,Good with Words: Writing and Editing,4.7,"Skills you'll gain: Writing, Communication, Leadership and Management, Professional Development, Critical Thinking, Creativity, Planning, Resilience",Good with Words: Writing and Editing,University of Michigan,Beginner Specialization 3 - 6 Months
314,Strategic Leadership and Management,4.7,"Skills you'll gain: Leadership and Management, Strategy and Operations, Strategy, Leadership Development, Decision Making, Entrepreneurship, Organizational Development, Business Analysis, Business Process Management, Change Management, Business Design, Business Development, Communication, Culture, Performance Management, Problem Solving, Operations Management, People Management, Human Resources, Marketing, Operational Analysis, Sales, Conflict Management, Influencing, Negotiation, People Development, Business Intelligence, Business Psychology, Planning, Systems Design, Mergers & Acquisitions, Research and Design",Strategic Leadership and Management,University of Illinois at Urbana-Champaign,Beginner Specialization 3 - 6 Months
315,Introduction to Financial Accounting,4.7,"Skills you'll gain: Accounting, Accounts Payable and Receivable, Finance, Financial Accounting, General Accounting, Generally Accepted Accounting Principles (GAAP), Account Management, Cash Management, Cost Accounting, Financial Analysis",Introduction to Financial Accounting,University of Pennsylvania,Mixed Course 1 - 4 Weeks
316,Soporte de Tecnologías de la Información de Google,4.7,"Skills you'll gain: Communication, Computer Networking, Computer Architecture, Operating Systems, Security Engineering, Network Security, Networking Hardware, Network Architecture, Human Computer Interaction, Software Security, System Software, Theoretical Computer Science, Security Software, Software-Defined Networking, Cloud Computing, Computational Logic, Data Management, Distributed Computing Architecture, Network Model, Customer Support, System Security, Cryptography, Problem Solving, Security Strategy, Adaptability, Programming Principles, Linux",Soporte de Tecnologías de la Información de Google,Google,Beginner Professional Certificate 3 - 6 Months
317,Human Resources Analytics,4.7,"Skills you'll gain: Human Resources, People Analysis, Business Analysis, Employee Relations, Human Resources Operations, Leadership and Management, People Development, Communication, Data Visualization, Influencing, Storytelling, Data Analysis",Human Resources Analytics,"University of California, Irvine",Mixed Course 1 - 4 Weeks
318,Excel Skills for Data Analytics and Visualization,4.7,"Skills you'll gain: Business Analysis, Spreadsheet Software, Data Analysis, Data Analysis Software, Data Management, Data Visualization, Microsoft Excel, Exploratory Data Analysis, Statistical Visualization, Data Model, Data Structures, Data Visualization Software, Database Design, Interactive Data Visualization, Interactive Design, Big Data, Power BI",Excel Skills for Data Analytics and Visualization,Macquarie University,Intermediate Specialization 3 - 6 Months
319,The Strategy of Content Marketing,4.7,"Skills you'll gain: Digital Marketing, Marketing, Writing, Strategy",The Strategy of Content Marketing,"University of California, Davis",Intermediate Course 1 - 3 Months
320,Organizational Leadership,4.7,"Skills you'll gain: Leadership and Management, Communication, Leadership Development, Strategy and Operations, Critical Thinking, Decision Making, Strategy, Business Psychology, Collaboration, People Analysis, People Development, Performance Management, Influencing, Organizational Development, Change Management, Employee Relations, Negotiation, Marketing, Innovation, Storytelling",Organizational Leadership,Northwestern University,Intermediate Specialization 3 - 6 Months
321,Bayesian Statistics,4.7,"Skills you'll gain: Probability & Statistics, Bayesian Statistics, Probability Distribution, General Statistics, Statistical Analysis, R Programming, Statistical Programming, Mathematics, Regression, Data Analysis, Estimation, Machine Learning, Markov Model, Forecasting",Bayesian Statistics,"University of California, Santa Cruz",Intermediate Specialization 3 - 6 Months
322,The DIY Musician,4.7,"Skills you'll gain: Creativity, Strategy, Writing, Entrepreneurship, Planning, Brand Management, Communication, Critical Thinking, Leadership and Management, Collaboration, Decision Making, Marketing",The DIY Musician,Berklee,Beginner Specialization 3 - 6 Months
323,Cybersecurity Fundamentals,4.7,"Skills you'll gain: System Security, Cyberattacks, Cryptography, Network Security, Security Engineering",Cybersecurity Fundamentals,IBM,Beginner Specialization 3 - 6 Months
324,Generative AI: Prompt Engineering Basics,4.9,,Generative AI: Prompt Engineering Basics,IBM,Beginner Course 1 - 4 Weeks
325,Game Theory,4.9,"Skills you'll gain: Decision Making, Game Theory, General Statistics, Problem Solving, Critical Thinking, Mathematical Theory & Analysis",Game Theory,Stanford University,Beginner Course 1 - 3 Months
326,"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",4.9,"Skills you'll gain: Machine Learning, Tensorflow, Artificial Neural Networks, Computer Programming, Machine Learning Algorithms, Deep Learning, Machine Learning Software, Applied Machine Learning, Human Learning, Computer Vision","Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,Intermediate Course 1 - 4 Weeks
327,Introduction to Marketing,4.9,"Skills you'll gain: Brand Management, Customer Analysis, Market Analysis, Marketing, Marketing Design, Product Marketing, Product Strategy, Strategy, Digital Marketing, Marketing Management, Communication",Introduction to Marketing,University of Pennsylvania,Mixed Course 1 - 3 Months
328,Generative AI for Leaders,4.9,,Generative AI for Leaders,Vanderbilt University,Beginner Course 1 - 4 Weeks
329,Introduction to Front-End Development,4.9,"Skills you'll gain: HTML and CSS, React (web framework), Web Development, Front-End Web Development, Web Design, Web Development Tools",Introduction to Front-End Development,Meta,Beginner Course 1 - 4 Weeks
330,Software Design and Architecture,4.9,"Skills you'll gain: Software Architecture, Software Engineering, Systems Design, Programming Principles, Computer Programming, System Software, Application Development, Computer Architecture, Design and Product, Java Programming, Product Design, Software Engineering Tools, Problem Solving, Computational Thinking, Project Management, System Programming",Software Design and Architecture,University of Alberta,Beginner Specialization 3 - 6 Months
331,Think Outside the Inbox: Email Marketing,4.9,"Skills you'll gain: Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Communication, Data Analysis, Writing, Strategy",Think Outside the Inbox: Email Marketing,Google,Beginner Course 1 - 3 Months
332,Google データアナリティクス,4.9,"Skills you'll gain: Data Analysis, Databases, Data Analysis Software, Data Management, Data Visualization, SQL, Spreadsheet Software, Business Analysis, Process Analysis, Microsoft Excel, Data Structures, Business Research, Problem Solving, R Programming, Visualization (Computer Graphics), Data Visualization Software, Decision Making, Big Data, Business Intelligence, Business Process Management, Communication, Tableau Software, Computer Programming, Plot (Graphics), Project Management",Google データアナリティクス,Google,Beginner Professional Certificate 3 - 6 Months
333,Scrum Master,4.9,"Skills you'll gain: Project Management, Scrum (Software Development)",Scrum Master,SkillUp EdTech,Beginner Specialization 3 - 6 Months
334,The Integration of Art and Science in Modern Dental Medicine,4.9,,The Integration of Art and Science in Modern Dental Medicine,University of Pennsylvania,Intermediate Specialization 3 - 6 Months
335,Agile with Atlassian Jira,4.9,"Skills you'll gain: Agile Software Development, Leadership and Management, Planning, Product Development, Product Management, Project Management, Scrum (Software Development), Software Engineering, Software Testing, Technical Product Management, Jira (Software)",Agile with Atlassian Jira,Atlassian,Beginner Course 1 - 4 Weeks
336,Music Production,4.8,"Skills you'll gain: Creativity, Writing, Planning",Music Production,Berklee,Beginner Specialization 3 - 6 Months
337,Conduct UX Research and Test Early Concepts,4.8,"Skills you'll gain: Planning, User Experience, User Research",Conduct UX Research and Test Early Concepts,Google,Beginner Course 1 - 4 Weeks
338,Work Smarter with Microsoft Excel,4.8,"Skills you'll gain: Critical Thinking, Data Analysis, Data Visualization, Microsoft Excel, Spreadsheet Software, Data Analysis Software, Data Model, Databases, Operational Analysis, Visual Design",Work Smarter with Microsoft Excel,Microsoft,Beginner Course 1 - 3 Months
339,Fundamentals of Accounting,4.8,"Skills you'll gain: Accounting, Financial Analysis, Cost Accounting, Management Accounting, Financial Accounting, Leadership and Management, General Accounting, Finance, Account Management, Financial Management, Generally Accepted Accounting Principles (GAAP), Accounts Payable and Receivable, Business Analysis, Decision Making, Data Analysis, Entrepreneurship, Strategy and Operations",Fundamentals of Accounting,University of Illinois at Urbana-Champaign,Beginner Specialization 3 - 6 Months
